interview_id,brand_name,perception_category,perception_value,sentiment,quote,transcript_id,created_at,brand_id
P6,LiponF,กลิ่นหอม,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,Neutral,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,162,2025-12-12T19:07:28.535579,1
P6,LiponF,ปลอดภัย / ไม่มีสารตกค้าง,ลองครับ พวกแบรนด์โรงงาน ถูกกว่าอีกแต่กลิ่นแรงมาก ล้างเสร็จเหมือนยังมีกลิ่นเคมีติด เลยกลับมาใช้ Lipon,Negative,ลองครับ พวกแบรนด์โรงงาน ถูกกว่าอีกแต่กลิ่นแรงมาก ล้างเสร็จเหมือนยังมีกลิ่นเคมีติด เลยกลับมาใช้ LiponF เหมือนเดิม,154,2025-12-12T19:07:28.535579,1
P6,LiponF,แพ็กเกจ / ขวด / ดีไซน์,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมอง,Positive,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมองว่ามันเปลืองกว่า,166,2025-12-12T19:07:28.535579,1
P6,Sunlight,ขจัดคราบมัน,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,Positive,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,150,2025-12-12T19:07:28.535579,4
P6,Sunlight,ขจัดคราบมัน,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต,Positive,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต่ำกว่าพวกแบรนด์ทั่วไป,152,2025-12-12T19:07:28.535579,4
P6,Sunlight,ขจัดคราบมัน,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,Neutral,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,162,2025-12-12T19:07:28.535579,4
P6,Sunlight,คุ้มค่า / ประหยัด,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,Positive,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,150,2025-12-12T19:07:28.535579,4
P6,Sunlight,คุ้มค่า / ประหยัด,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต,Positive,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต่ำกว่าพวกแบรนด์ทั่วไป,152,2025-12-12T19:07:28.535579,4
P6,Sunlight,คุ้มค่า / ประหยัด,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,Neutral,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,162,2025-12-12T19:07:28.535579,4
P6,Sunlight,คุ้มค่า / ประหยัด,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมอง,Positive,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมองว่ามันเปลืองกว่า,166,2025-12-12T19:07:28.535579,4
P6,Sunlight,ฟอง,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,Positive,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,150,2025-12-12T19:07:28.535579,4
P6,Sunlight,ราคา,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต,Positive,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต่ำกว่าพวกแบรนด์ทั่วไป,152,2025-12-12T19:07:28.535579,4
P6,Sunlight,กลิ่นหอม,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,Neutral,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,162,2025-12-12T19:07:28.535579,4
P6,Sunlight,แพ็กเกจ / ขวด / ดีไซน์,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมอง,Positive,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมองว่ามันเปลืองกว่า,166,2025-12-12T19:07:28.535579,4
P7,LiponF,กลิ่นหอม,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight,Neutral,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,176,2025-12-12T19:09:41.157900,1
P7,LiponF,คุ้มค่า / ประหยัด,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight,Neutral,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,176,2025-12-12T19:09:41.157900,1
P7,LiponF,แพ็กเกจ / ขวด / ดีไซน์,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight,Neutral,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,176,2025-12-12T19:09:41.157900,1
P7,LiponF,ล้างออกง่าย,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้าง,Mixed,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้างออกง่าย ฟองละเอียดดี แต่รู้สึกล้างมันหนักๆ จะไม่หมดเท่า LiponF,180,2025-12-12T19:09:41.157900,1
P7,LiponF,ล้างออกง่าย,แนะนำ LiponF ค่ะ เพราะล้างมันออกดีมาก แต่จะบอกให้เลือกสูตรที่ฟองน้อยหน่อย จะได้ล้างไว,Positive,แนะนำ LiponF ค่ะ เพราะล้างมันออกดีมาก แต่จะบอกให้เลือกสูตรที่ฟองน้อยหน่อย จะได้ล้างไว,198,2025-12-12T19:09:41.157900,1
P7,LiponF,ฟอง,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้าง,Mixed,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้างออกง่าย ฟองละเอียดดี แต่รู้สึกล้างมันหนักๆ จะไม่หมดเท่า LiponF,180,2025-12-12T19:09:41.157900,1
P7,LiponF,ฟอง,แนะนำ LiponF ค่ะ เพราะล้างมันออกดีมาก แต่จะบอกให้เลือกสูตรที่ฟองน้อยหน่อย จะได้ล้างไว,Positive,แนะนำ LiponF ค่ะ เพราะล้างมันออกดีมาก แต่จะบอกให้เลือกสูตรที่ฟองน้อยหน่อย จะได้ล้างไว,198,2025-12-12T19:09:41.157900,1
P7,LiponF,ขจัดคราบมัน,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้าง,Mixed,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้างออกง่าย ฟองละเอียดดี แต่รู้สึกล้างมันหนักๆ จะไม่หมดเท่า LiponF,180,2025-12-12T19:09:41.157900,1
P7,LiponF,ขจัดคราบมัน,แนะนำ LiponF ค่ะ เพราะล้างมันออกดีมาก แต่จะบอกให้เลือกสูตรที่ฟองน้อยหน่อย จะได้ล้างไว,Positive,แนะนำ LiponF ค่ะ เพราะล้างมันออกดีมาก แต่จะบอกให้เลือกสูตรที่ฟองน้อยหน่อย จะได้ล้างไว,198,2025-12-12T19:09:41.157900,1
P7,Sunlight,กลิ่นหอม,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight,Neutral,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,176,2025-12-12T19:09:41.157900,4
P7,Sunlight,คุ้มค่า / ประหยัด,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight,Neutral,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,176,2025-12-12T19:09:41.157900,4
P7,Sunlight,แพ็กเกจ / ขวด / ดีไซน์,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight,Neutral,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,176,2025-12-12T19:09:41.157900,4
P7,Sunlight,ล้างออกง่าย,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้าง,Mixed,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้างออกง่าย ฟองละเอียดดี แต่รู้สึกล้างมันหนักๆ จะไม่หมดเท่า LiponF,180,2025-12-12T19:09:41.157900,4
P7,Sunlight,ฟอง,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้าง,Mixed,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้างออกง่าย ฟองละเอียดดี แต่รู้สึกล้างมันหนักๆ จะไม่หมดเท่า LiponF,180,2025-12-12T19:09:41.157900,4
P7,Sunlight,ขจัดคราบมัน,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้าง,Mixed,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้างออกง่าย ฟองละเอียดดี แต่รู้สึกล้างมันหนักๆ จะไม่หมดเท่า LiponF,180,2025-12-12T19:09:41.157900,4
P8,LiponF,กลิ่นหอม,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพ,Positive,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพราะคุ้นมือ,200,2025-12-12T19:11:13.778452,1
P8,LiponF,กลิ่นหอม,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่น,Positive,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่นใหม่มากกว่า,212,2025-12-12T19:11:13.778452,1
P8,LiponF,กลิ่นหอม,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,Positive,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,220,2025-12-12T19:11:13.778452,1
P8,LiponF,คุ้มค่า / ประหยัด,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพ,Positive,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพราะคุ้นมือ,200,2025-12-12T19:11:13.778452,1
P8,LiponF,คุ้มค่า / ประหยัด,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่น,Positive,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่นใหม่มากกว่า,212,2025-12-12T19:11:13.778452,1
P8,LiponF,คุ้มค่า / ประหยัด,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,Positive,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,220,2025-12-12T19:11:13.778452,1
P8,LiponF,มือไม่แห้ง / อ่อนโยนต่อมือ,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพ,Positive,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพราะคุ้นมือ,200,2025-12-12T19:11:13.778452,1
P8,LiponF,มือไม่แห้ง / อ่อนโยนต่อมือ,เคยค่ะ พออายุมือจะไวต่อของแรงๆ ถ้าใช้ของที่แรงมากก็จะแสบ เลยชอบสูตรที่เขียนว่า อ่อนโยนต่อมือ,Positive,เคยค่ะ พออายุมือจะไวต่อของแรงๆ ถ้าใช้ของที่แรงมากก็จะแสบ เลยชอบสูตรที่เขียนว่า อ่อนโยนต่อมือ,208,2025-12-12T19:11:13.778452,1
P8,LiponF,แพ็กเกจ / ขวด / ดีไซน์,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่น,Positive,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่นใหม่มากกว่า,212,2025-12-12T19:11:13.778452,1
P8,Sunlight,กลิ่นหอม,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพ,Positive,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพราะคุ้นมือ,200,2025-12-12T19:11:13.778452,4
P8,Sunlight,กลิ่นหอม,มันล้างดี คราบมันออกหมด แล้วกลิ่นมันสะอาดดี รู้สึกว่าจานไม่ลื่น ไม่มีกลิ่นตกค้างเลย เหมือนของสมัยก่อ,Positive,มันล้างดี คราบมันออกหมด แล้วกลิ่นมันสะอาดดี รู้สึกว่าจานไม่ลื่น ไม่มีกลิ่นตกค้างเลย เหมือนของสมัยก่อนที่ใช้แล้วมั่นใจ,202,2025-12-12T19:11:13.778452,4
P8,Sunlight,กลิ่นหอม,Sunlight กลิ่นหอมสดชื่นดีนะ แต่บางทีแรงไปนิด มือจะตึงๆ แต่กลิ่นเลมอนมันชื่นใจ เวลาใช้ตอนเช้าเหมือนบ้,Mixed,Sunlight กลิ่นหอมสดชื่นดีนะ แต่บางทีแรงไปนิด มือจะตึงๆ แต่กลิ่นเลมอนมันชื่นใจ เวลาใช้ตอนเช้าเหมือนบ้านสะอาดขึ้นเลย,204,2025-12-12T19:11:13.778452,4
P8,Sunlight,กลิ่นหอม,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่น,Positive,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่นใหม่มากกว่า,212,2025-12-12T19:11:13.778452,4
P8,Sunlight,กลิ่นหอม,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,Positive,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,220,2025-12-12T19:11:13.778452,4
P8,Sunlight,คุ้มค่า / ประหยัด,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพ,Positive,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพราะคุ้นมือ,200,2025-12-12T19:11:13.778452,4
P8,Sunlight,คุ้มค่า / ประหยัด,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่น,Positive,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่นใหม่มากกว่า,212,2025-12-12T19:11:13.778452,4
P8,Sunlight,คุ้มค่า / ประหยัด,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,Positive,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,220,2025-12-12T19:11:13.778452,4
P8,Sunlight,มือไม่แห้ง / อ่อนโยนต่อมือ,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพ,Positive,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพราะคุ้นมือ,200,2025-12-12T19:11:13.778452,4
P8,Sunlight,มือไม่แห้ง / อ่อนโยนต่อมือ,Sunlight กลิ่นหอมสดชื่นดีนะ แต่บางทีแรงไปนิด มือจะตึงๆ แต่กลิ่นเลมอนมันชื่นใจ เวลาใช้ตอนเช้าเหมือนบ้,Mixed,Sunlight กลิ่นหอมสดชื่นดีนะ แต่บางทีแรงไปนิด มือจะตึงๆ แต่กลิ่นเลมอนมันชื่นใจ เวลาใช้ตอนเช้าเหมือนบ้านสะอาดขึ้นเลย,204,2025-12-12T19:11:13.778452,4
P8,Sunlight,ขจัดคราบมัน,มันล้างดี คราบมันออกหมด แล้วกลิ่นมันสะอาดดี รู้สึกว่าจานไม่ลื่น ไม่มีกลิ่นตกค้างเลย เหมือนของสมัยก่อ,Positive,มันล้างดี คราบมันออกหมด แล้วกลิ่นมันสะอาดดี รู้สึกว่าจานไม่ลื่น ไม่มีกลิ่นตกค้างเลย เหมือนของสมัยก่อนที่ใช้แล้วมั่นใจ,202,2025-12-12T19:11:13.778452,4
P8,Sunlight,ปลอดภัย / ไม่มีสารตกค้าง,มันล้างดี คราบมันออกหมด แล้วกลิ่นมันสะอาดดี รู้สึกว่าจานไม่ลื่น ไม่มีกลิ่นตกค้างเลย เหมือนของสมัยก่อ,Positive,มันล้างดี คราบมันออกหมด แล้วกลิ่นมันสะอาดดี รู้สึกว่าจานไม่ลื่น ไม่มีกลิ่นตกค้างเลย เหมือนของสมัยก่อนที่ใช้แล้วมั่นใจ,202,2025-12-12T19:11:13.778452,4
P8,Sunlight,แพ็กเกจ / ขวด / ดีไซน์,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่น,Positive,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่นใหม่มากกว่า,212,2025-12-12T19:11:13.778452,4
P9,Sunlight,แพ็กเกจ / ขวด / ดีไซน์,ใช้ Sunlight ครับ ส่วนใหญ่เพราะหาซื้อง่าย แล้วแพ็กเกจดูสะอาดตา ดี เวลาเอาไว้ข้างซิงค์มันไม่รกสายตา,Positive,ใช้ Sunlight ครับ ส่วนใหญ่เพราะหาซื้อง่าย แล้วแพ็กเกจดูสะอาดตา ดี เวลาเอาไว้ข้างซิงค์มันไม่รกสายตา,222,2025-12-12T19:12:40.824377,4
P9,Sunlight,แพ็กเกจ / ขวด / ดีไซน์,Sunlight ดูเป็น modern brand ของคนรุ่นใหม่ กลิ่นดี ขวดดูสะอาด ส่วน LiponF เป็นแนว practical ใช้ล้างด,Mixed,Sunlight ดูเป็น modern brand ของคนรุ่นใหม่ กลิ่นดี ขวดดูสะอาด ส่วน LiponF เป็นแนว practical ใช้ล้างดีแต่ไม่สวย (หัวเราะ),238,2025-12-12T19:12:40.824377,4
P9,Sunlight,ราคา,ใช้ Sunlight ครับ ส่วนใหญ่เพราะหาซื้อง่าย แล้วแพ็กเกจดูสะอาดตา ดี เวลาเอาไว้ข้างซิงค์มันไม่รกสายตา,Positive,ใช้ Sunlight ครับ ส่วนใหญ่เพราะหาซื้อง่าย แล้วแพ็กเกจดูสะอาดตา ดี เวลาเอาไว้ข้างซิงค์มันไม่รกสายตา,222,2025-12-12T19:12:40.824377,4
P9,Sunlight,ขจัดคราบมัน,Sunlight ล้างดีอยู่แล้ว ผมไม่ได้ทำอาหารมันมาก ส่วนใหญ่พวกจานชามกาแฟ กับหม้อหุงข้าว ล้างง่าย แต่ถ้าวั,Neutral,Sunlight ล้างดีอยู่แล้ว ผมไม่ได้ทำอาหารมันมาก ส่วนใหญ่พวกจานชามกาแฟ กับหม้อหุงข้าว ล้างง่าย แต่ถ้าวันไหนทอดไข่หรือผัดอะไร LiponF จะล้างมันกว่า,228,2025-12-12T19:12:40.824377,4
P9,Sunlight,ขจัดคราบมัน,Sunlight ครับ เพราะใช้สบาย กลิ่นดี ล้างออกง่าย แต่ถ้าวันไหนทำเมนูมัน ๆ ผมก็มี LiponF สำรองไว้ล้าง,Positive,Sunlight ครับ เพราะใช้สบาย กลิ่นดี ล้างออกง่าย แต่ถ้าวันไหนทำเมนูมัน ๆ ผมก็มี LiponF สำรองไว้ล้าง,244,2025-12-12T19:12:40.824377,4
P9,Sunlight,ล้างออกง่าย,Sunlight ล้างดีอยู่แล้ว ผมไม่ได้ทำอาหารมันมาก ส่วนใหญ่พวกจานชามกาแฟ กับหม้อหุงข้าว ล้างง่าย แต่ถ้าวั,Positive,Sunlight ล้างดีอยู่แล้ว ผมไม่ได้ทำอาหารมันมาก ส่วนใหญ่พวกจานชามกาแฟ กับหม้อหุงข้าว ล้างง่าย แต่ถ้าวันไหนทอดไข่หรือผัดอะไร LiponF จะล้างมันกว่า,228,2025-12-12T19:12:40.824377,4
P9,Sunlight,ล้างออกง่าย,Sunlight ครับ เพราะใช้สบาย กลิ่นดี ล้างออกง่าย แต่ถ้าวันไหนทำเมนูมัน ๆ ผมก็มี LiponF สำรองไว้ล้าง,Positive,Sunlight ครับ เพราะใช้สบาย กลิ่นดี ล้างออกง่าย แต่ถ้าวันไหนทำเมนูมัน ๆ ผมก็มี LiponF สำรองไว้ล้าง,244,2025-12-12T19:12:40.824377,4
